"1.upload","ALBERTA","GY!","V","L",198001,"201501","201501","36@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,196216.1,"199381.3","215983.514700636","265925.83008549","281869.91814327","283194.534118462","312680.414260742","347832.190824803","400235.948577283","434672.386433457","469813.332687114","527982.280570557","431896.081966139","484841.231151185","536371.9","570342.597255652","624172.657773632","674062.861696614","595707.514855749","","","",""
"1.upload","ALBERTA","GY","V","L",198001,"201701","201701","38@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,"0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","0.001","604491.913091114","639069.275762743","616800.86972026","593124.340815136","620479.727435725","",""
"1.upload","ALBERTA","PPI","V","L",198001,"201501","201501","36@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,56.4637731825459,"54.7663423701704","58.289655876113","67.7969988048682","70.6009302575213","69.5010598793957","73.7911179403634","77.6375375634119","85.3223305680592","86.9678001417177","92.3929587467647","102.402408760579","0","0","0","0","103.255749871306","105.475710890984","96.5802002072278","","","",""
"1.upload","ALBERTA","GYA!","V","L",198001,"201501","201501","36@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4866.7,"4937.7","5561.7","6093.7","6515.8","7973.23411846191","8834.41426074251","9270.19082480306","9487.44857728288","9706.08643345734","10240.4360824402","11792.3714044767","8946.29338089268","9721.21302812493","6636.6","11277.4783272147","11161.4577736325","11915.7616966142","13023.1148557492","","","",""
"1.upload","ALBERTA","GYA","V","L",198001,"201701","201701","38@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,7165.87489138514,"7503.37644412132","8748.24397003699","8759.89564324226","8369.57987016337","6101.22712063812","9778.12825814565","11085.0003378581","11374.2233100486","11274.6418480914","9606.74943007805","11645.6620255532","9818.10589044702","10715.3867053681","7273.1996462299","11277.4783272147","14180.196822368","12522.1120849133","12095.0208879683","13795.0042579752","13946.0939841918","",""
"1.upload","ALBERTA","PA","V","L",198001,"201501","201501","36@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,67.9149451220643,"65.8063744605077","63.5750445352118","69.5636140905506","77.8509805877845","130.682466998999","90.3487255179233","83.6282412472553","83.4118367352713","86.0877583894198","106.596265021529","101.259777062065","91.12035947379","90.7219990787163","91.2473233625605","100","78.7115856955263","95.1577626506823","107.673355642603","","","",""
"1.upload","ALBERTA","PGDPA","V","L",198001,"201501","201501","36@01",0.001,0.001,0.001,0.001,108.54738198242,119.748343037286,108.898495235011,90.847155209782,95.1767575984732,94.2868277192083,87.0448274991723,84.8801911430277,99.9326605359477,92.5516330903206,83.6782485235429,96.0392083582145,103.405021366485,84.8768276864125,"84.5597671775515","85.0501058764122","89.5717794577209","121.168941184273","132.468174883454","110.249410191563","110.105175721503","89.4791243748027","89.5059543486792","100","122.580395108627","82.3745598936388","90.7114551148884","132.972816226559","141.386966174742","130.923960641796","108.594594272883","153.734333489024","","","",""
"1.upload","ALBERTA","GYAC!","V","L",198001,"201501","201501","36@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3931,"3739","3781.5","3394.3","3403.7","2031.93411846191","3595.31426074251","3566.29082480306","3521.24857728289","3531.88643345734","3774.53608244023","5821.57140447669","2988.89338089268","3505.31302812493","0.000000000000909494701772928","4114.2783272147","4285.05777363248","3713.36169661423","3816.11485574916","","","",""
"1.upload","ALBERTA","GYAC","V","L",198001,"201701","201701","38@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3169.29815877322,"3317.38177606512","3912.02018786553","3560.38264888868","3394.83561335054","1853.1130029214","3596.09460706415","3767.96795394567","4196.31607140675","4205.82304957484","3386.3001674897","4290.42447327288","3510.95908346902","3929.26612286492","0.000000000000947230779896028","4114.2783272147","5214.84457514525","4511.11455074784","4348.0004421785","5055.04188593783","5096.27439799268","",""
"1.upload","ALBERTA","PAC","V","L",198001,"201501","201501","36@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,124.033770351276,"112.709366976597","96.6636115971388","95.3352584464336","100.261113869979","109.649768538595","99.9783001726341","94.6475890557556","83.9128539739011","83.976106265678","111.464899617518","135.687539560294","85.1303962773467","89.2103746225546","96.0161685067665","100","82.1703832565926","82.3158369143749","87.7671220713389","","","",""
