"1.upload","ALBERTA","GY!","V","L",198001,"201401","201401","35@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,196323.705919682,199448.781638755,215834.310648482,266654.196594823,282128.210839134,281400.554933489,309722.00905703,345173.641976734,398026.999980998,431934.586958826,452653.1,"508023.293690018","425649.5","478112.6","536139.6","565984.152488996","619603.2","673087.883328697","","",""
"1.upload","ALBERTA","GY","V","L",198001,"201601","201601","37@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,330487.796898195,352394.176161114,359812.232287335,366063.764585237,377811.465556467,398063.450863885,417351.367815381,443133.257368938,452653.1,"458448.040923717","433299.53132108","456712.792501888","487984.826696495","507793.212538758","537502.353030181","569147.190777361","546818.801631566","527691.628599873",""
"1.upload","ALBERTA","PPI","V","L",198001,"201401","201401","35@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,65.307800370907,75.6692972340464,78.4098442250388,76.8720048684211,81.9779274302461,86.7132215297917,95.3697605124582,97.4728436144461,100,"110.813712425603","98.2344704371693","104.685615960281","109.868088241493","111.45957419543","115.274509312745","118.262532827294","","",""
"1.upload","ALBERTA","GYA!","V","L",198001,"201401","201401","35@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5005.24850576128,4935.12721671082,5311.00464600406,5394.5582599051,5640.95035430402,4952.08837266621,5296.54782180047,5739.07462567009,5706.17681311233,5686.54057551297,6465.9,"5970.8","5957.4","6215.9","6636.6","7163.2","6876.4","8202.39999999999","","",""
"1.upload","ALBERTA","GYA","V","L",198001,"201601","201601","37@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6082.56619496943,6238.45010370461,5149.51690341342,3831.86598041032,5466.34936742228,6296.1759892714,6694.57060833035,6556.43897683131,6465.9,"7742.64683075293","6636.20914982527","7093.79754088395","7565.97662618936","7454.85768975291","9402.27439807737","8337.59176067587","8062.53822876808","9140.49101249234",""
"1.upload","ALBERTA","PA","V","L",198001,"201401","201401","35@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,87.3151968390662,86.4727323330137,109.543292314758,129.234383404399,96.8936938675421,91.1517504505813,85.2358896030147,86.7321513340957,100,"77.115747760632","89.7711308595037","87.6244347851158","87.7163693187691","96.0876826642337","73.1354958264792","98.378527462648","","",""
"1.upload","ALBERTA","PGDPA","V","L",198001,"201401","201401","35@01",0.001,0.001,0.001,0.001,127.104495685511,140.220357902274,127.515634785174,106.378262068751,111.448047429604,110.405976341074,101.925893552241,99.3911938905315,117.017013104841,108.374135183848,97.9837687854536,112.457941605478,121.083004049468,99.3872554219196,98.4596641280113,91.010732349232,95.1437123208462,119.566557499121,147.700258657476,115.842700827879,116.892961309904,96.6595370594574,91.6648538817652,100,"123.029045643153","82.2191844763778","90.7686727322189","133.701499370493","142.238035521596","131.58518017256","108.903160475404","","",""
"1.upload","ALBERTA","GYAC!","V","L",198001,"201401","201401","35@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3931,3739,3781.5,3394.3,3403.7,3850.47580926951,4528.64402681036,4883.64732306731,4499.19449574367,2857.80273676215,4911.7,"7393.1","5380.8","6075","7706.5","8517.6","9274.9","7244.19999999999","","",""
"1.upload","ALBERTA","GYAC","V","L",198001,"201601","201601","37@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5370.32424166854,4930.22553648107,3673.30416592685,1999.90198564877,4163.33894443,4852.81148896565,5297.85609570337,5069.81740237475,4911.7,"6200.73314126503","5051.88688273032","5674.72442070419","6151.53261473156","5953.06495746368","7638.30042957333","6590.57202655818","6285.16049679241","7370.86874974074",""
"1.upload","ALBERTA","PAC","V","L",198001,"201401","201401","35@01",0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,70.4147427572287,68.846748995233,92.660445371563,192.533225973092,108.774329624762,100.635422047029,84.9248151415923,56.3689480300321,100,"119.229449672651","106.51069837676","107.053656699793","125.277723173322","143.079238356387","121.42622675707","109.917621274874","","",""
"1.upload","ALBERTA","PGDPAC","V","L",198001,"201401","201401","35@01",0.001,0.001,0.001,0.001,119.073386435605,131.756395528712,121.936125463279,98.5071994948029,103.659898979366,101.760688219781,92.8478460781739,90.0298287297239,105.99040419146,99.2698018541759,86.3877502835294,99.4919965617231,106.938920075931,88.9078297165132,86.6189947496729,77.8652337297214,83.4327186895522,132.093322750482,221.516743557905,116.590923475236,122.377563762379,94.1862933550701,91.0412577779749,100,"151.787463271303","90.7117491121892","104.902355096751","154.321811282992","162.256309182056","149.584796111261","93.8215910873999","","",""
